"particular","organisation_id","deal_id","ledger","deal_name","count"
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,f294298c-f061-41e2-a5ae-2fb5737f8bed,Metachain,"TPG Partners IX, L.P.",109
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"866fceaf-8d8b-4d7b-ae80-9934d71bb000",Quorum,(Growth) BXG II ,48
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b2a6ba59-8881-4fc7-859a-a9d958883055,QLDB,Strategic Investment Partners V,7
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"0e54c518-a3ab-46a7-930a-4f377d2851cf",Metachain,TPG Growth Fund VI,92
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b3c893c8-7f47-4243-977a-b7e3f7ec62fe,Metachain,Blackstone Capital Partners IX L.P._24PE50,43
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"72a4bcfc-30ba-4de7-b026-8ea9feca1e15",Metachain,"Sycamore Partners IV-A, L.P._24PE50",5
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"9cded243-7303-43c7-8345-e8d87aac6e01",QLDB,Pemberton Strategic Credit Fund III (B),12
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"36855d59-5078-4dbd-a6b3-d28d6289ed38",Metachain,"Insight Partners XIII, L.P.",60
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"7cf626cd-dcad-4258-9b05-6dcccdadaef9",Metachain,"Ares Capital Europe VI (""ACE VI"")",90
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,e1fbb8b8-ee3e-4f48-8812-87542a4a5657,Quorum,EQT X (NO.2) USD SCSP,8
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"67d583e3-2e3e-4a7b-83d2-a766aadc0c4b",Metachain,"VPC Asset Backed Opportunistic Credit Fund II, L.P.",103
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,f12499ba-77c1-4a69-a732-015a454c3b8a,Metachain,"New Mountain Partners VII, L.P.",80
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"44603170-4791-490c-8d69-eded6ada3135",Metachain,"THL Parallel Fund X, L.P._24PE50",10
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"16e20c28-0070-4377-85d9-a3cbbb0330bc",Metachain,Brookfield Capital Partners VI,54
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,a9e2e4f8-7405-436a-b365-bfe3ef544ad1,Metachain,K6 Private Investors,3
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"0a066639-e7bd-48c0-8464-226e4e89c057",Metachain,"ZZZPIMCO Specialty Finance Income Fund Onshore Feeder, L.P.",5
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b66d93de-611f-4b23-86c3-dad509b8b253,Metachain,Platinum Equity VI ,75
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"1f2c9db7-67df-44ec-92ce-c8dd71f5dace",Metachain,"NewVest Vintage 2023 Aggregator (PD 50), LP",7
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"4b9bd8ce-ff48-41ba-8f78-16f3c04fc58a",Metachain,"Court Square Capital Partners V, L.P._24PE50",49
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"073c6706-65e5-46bb-9b2b-41a9f974f073",Quorum,Bain Europe VI ,137
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"7e7ff22e-424a-434b-8d6d-3e1dc1ae9412",Metachain,"Clearlake Capital Partners VIII, L.P._24PE50",37
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,ddd30da0-1595-4185-8371-60e2f7d8e0aa,QLDB,"Ares Pathfinder II (Offshore), L.P.",10
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"7cf626cd-dcad-4258-9b05-6dcccdadaef9",Metachain,"17Capital Fund VI (TBD)",1
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"2598d3fc-3560-4913-9e0c-ee6d6b704e8c",QLDB,"Levine Leichtman Capital Partners VII, L.P._24PE50",1
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"89ee2c73-271b-47d8-9429-3f225481ff0b",QLDB,Genesis X,161
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,cd48ccff-e669-4a13-ad78-5497f5372ef0,Metachain,"Insight Partners XIII, L.P._24PE50",26
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,fb2292be-47cd-42bd-b1ca-1f7f393fd929,Metachain,Lone Star Fund XII,58
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"5c1081bd-7da0-4829-b8e2-1a75b1f1247e",Metachain,"Cerberus Offshore Unlevered Loan Opportunities Fund V, Ltd..",100
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,a862f8b6-c177-4102-a6db-0ab8b06666e5,QLDB,Providence IX,70
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"8225dcf8-3f4d-4190-874e-c0852a8e5cba",Quorum,Apollo Fund X,27
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b1ca1a05-6e8c-45d3-b1fc-2a3286c35890,Metachain,Bain Asia V,94
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"915cedd3-d92d-407f-b743-4a5ef61848e9",QLDB,EQT X Agent Side Car (USD) SCSp,5
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,b2a6ba59-8881-4fc7-859a-a9d958883055,Metachain,Strategic Investment Partners V,7
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"4bd7a0a4-ffa8-4c80-84a1-b0264d277ee3",Metachain,"AG Direct Lending Fund V, L.P.",50
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"6643a032-0421-438d-986b-e777c766858c",Metachain,"Apax XI USD, L.P.",76
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,e397934f-97b3-4940-a6d3-06b6de07d3d2,QLDB,Eighth Cinven Fund (NO.1) Limited Partnership,14
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"79417414-6877-4a08-ada4-a277bf1f62e0",Metachain,Blackstone Capital Partners IX,43
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,f6b60295-dea4-4095-ad13-91cf91ee066b,QLDB,Barings EPLF IV,5
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,"915cedd3-d92d-407f-b743-4a5ef61848e9",Metachain,EQT X Agent Side Car (USD) SCSp,6
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,e5d85ee7-e02e-42ed-b861-465c999b02ac,QLDB,"West Street Loan Partners V Europe, SLP",4
Count of Anchord Files,b6becb93-4b72-4e45-9c12-e55508a29a1c,e397934f-97b3-4940-a6d3-06b6de07d3d2,Metachain,Cinven Fund VIII,107

